iter	Logloss
0	0.5967784781
1	0.5151972983
2	0.4525485326
3	0.3955416976
4	0.3509504319
5	0.3133271877
6	0.2827275816
7	0.2556997515
8	0.2314769773
9	0.2140169306
10	0.1971162681
11	0.1826548246
12	0.1715629718
13	0.1616860551
14	0.1525784358
15	0.1448844225
16	0.1380796093
17	0.1325333374
18	0.127953024
19	0.1243887594
20	0.1213157561
21	0.118285431
22	0.1158327055
23	0.1135986041
24	0.1118303245
25	0.1099700857
26	0.108701739
27	0.1074068196
28	0.1061113512
29	0.1051145735
30	0.1041734038
31	0.1032820711
32	0.1026097709
33	0.1018396066
34	0.1010999187
35	0.1005061024
36	0.09987592051
37	0.09917620813
38	0.09871377056
39	0.09838503926
40	0.09805016195
41	0.09760723015
42	0.09718707935
43	0.09673013834
44	0.09637891046
45	0.09609684739
46	0.09590200179
47	0.09567113371
48	0.09545589984
49	0.09519519119
50	0.09504407141
51	0.09488822265
52	0.09468152259
53	0.09453512171
54	0.09444501969
55	0.09430021038
56	0.0941714853
57	0.0940522203
58	0.0939010481
59	0.09381972164
60	0.09371239327
61	0.09363052916
62	0.09352611527
63	0.09339834836
64	0.09330235288
65	0.09320528575
66	0.09311589988
67	0.09304458562
68	0.09293709165
69	0.09282223535
70	0.09272887197
71	0.09261874656
72	0.09256374486
73	0.09246189637
74	0.09238621213
75	0.09230845571
76	0.09222440828
77	0.09213664778
78	0.09208192929
79	0.09200511589
80	0.09194057064
81	0.0919023696
82	0.09184644419
83	0.09179870223
84	0.09175404906
85	0.09169979528
86	0.09163670562
87	0.09155225444
88	0.0915065262
89	0.09146613081
90	0.09140781305
91	0.09133252721
92	0.09125919442
93	0.09121439614
94	0.09114431618
95	0.09107681685
96	0.09099307378
97	0.09090566559
98	0.09087364673
99	0.09080197539
100	0.09074985744
101	0.0906903141
102	0.09060430504
103	0.09053661621
104	0.0904820368
105	0.09044102497
106	0.09034432446
107	0.09027266331
108	0.09021014864
109	0.09016836446
110	0.09012847295
111	0.0900651202
112	0.09002481568
113	0.08996803868
114	0.08991022271
115	0.08988381557
116	0.08984777649
117	0.08981271949
118	0.0897721356
119	0.08973063021
120	0.08966804706
121	0.08963307782
122	0.08957801651
123	0.0895194549
124	0.08947652745
125	0.08944856006
126	0.08940657806
127	0.08937713594
128	0.08932815023
129	0.08930072281
130	0.0892781774
131	0.08924910497
132	0.08922154204
133	0.08917645183
134	0.08914256222
135	0.08908962374
136	0.08905755065
137	0.08900956765
138	0.0889695263
139	0.088921185
140	0.08889267323
141	0.08885137981
142	0.08881650615
143	0.08878166466
144	0.08876345347
145	0.08872269128
146	0.08868614287
147	0.08864551219
148	0.0886056021
149	0.08854662083
150	0.08851291118
151	0.0884843883
152	0.08845875217
153	0.08842830901
154	0.0883794584
155	0.08834762601
156	0.08831094368
157	0.0882623357
158	0.08823367783
159	0.08818996126
160	0.08811903167
161	0.08808620286
162	0.08802852513
163	0.08798718123
164	0.08795693028
165	0.08794056903
166	0.08789093049
167	0.08785395912
168	0.08781165422
169	0.08778386681
170	0.08774834501
171	0.08772804415
172	0.08768714391
173	0.08764329436
174	0.08760985711
175	0.08755121304
176	0.08750865875
177	0.08745448755
178	0.08741110152
179	0.08735799922
180	0.0873000251
181	0.08727308368
182	0.08724115059
183	0.08720480679
184	0.08715828706
185	0.08712925699
186	0.08709255717
187	0.08705203269
188	0.08701642213
189	0.08698191434
190	0.08696510798
191	0.08692916979
192	0.08686950197
193	0.08680873998
194	0.08676988049
195	0.08672579745
196	0.0866964602
197	0.08665638915
198	0.08663278177
199	0.08657953556
200	0.0865408407
201	0.08649888208
202	0.08645483888
203	0.08640842351
204	0.08637266254
205	0.08633562085
206	0.08628968376
207	0.08626387506
208	0.08623101475
209	0.08617115567
210	0.08614193828
211	0.08609943286
212	0.08606912079
213	0.08603511762
214	0.08600313472
215	0.08597420342
216	0.0859348502
217	0.08589075203
218	0.08583174056
219	0.08578976735
220	0.08575310873
221	0.08572698666
222	0.08568241955
223	0.08566920982
224	0.08565051829
225	0.08561382432
226	0.08557266877
227	0.08553974556
228	0.08552476702
229	0.08549783187
230	0.08547778722
231	0.08544428108
232	0.08540772439
233	0.08536924048
234	0.08534040561
235	0.08531216814
236	0.08527481729
237	0.08523972228
238	0.08522744426
239	0.08518424519
240	0.08513718087
241	0.08508681964
242	0.08505430795
243	0.08502427113
244	0.08499769763
245	0.08497658014
246	0.08494113246
247	0.08491713492
248	0.08490328029
249	0.08487194888
250	0.08481301459
251	0.08477330049
252	0.08476413625
253	0.08474170115
254	0.08472694158
255	0.08470587009
256	0.08466813703
257	0.08464141061
258	0.08461205329
259	0.08458746829
260	0.08455715231
261	0.08454730894
262	0.08453440778
263	0.08449727634
264	0.08446987084
265	0.08443570822
266	0.08439903349
267	0.08437345755
268	0.08433847774
269	0.08430390956
270	0.0842674621
271	0.08421507499
272	0.08418197565
273	0.08417272832
274	0.0841427365
275	0.08413095606
276	0.08410003261
277	0.08406725213
278	0.08400849607
279	0.08395561498
280	0.08393460808
281	0.08392243158
282	0.08389991265
283	0.08387091195
284	0.08384375961
285	0.08379493617
286	0.08376616485
287	0.08375437307
288	0.08370530205
289	0.0836647956
290	0.08361763336
291	0.08360028868
292	0.08358440816
293	0.08355902093
294	0.08354054562
295	0.0835209316
296	0.08349829817
297	0.08348051714
298	0.08342976201
299	0.0834141224
300	0.08340375951
301	0.08338043821
302	0.083355133
303	0.08332907535
304	0.08331899
305	0.08330176596
306	0.08327895338
307	0.08325955451
308	0.0832374528
309	0.0832193943
310	0.08316283701
311	0.08314145347
312	0.0831329642
313	0.08310254776
314	0.08307121783
315	0.08305327782
316	0.0830229256
317	0.08298608752
318	0.0829429477
319	0.08291784915
320	0.08289794578
321	0.08287560597
322	0.08285186706
323	0.08283419116
324	0.08282613519
325	0.08277014054
326	0.08272691375
327	0.08267396086
328	0.08263352837
329	0.08259728505
330	0.08254817664
331	0.08251455757
332	0.08248075137
333	0.08245052759
334	0.08242471299
335	0.08240136781
336	0.08237540965
337	0.08235127621
338	0.08232256143
339	0.08230561295
340	0.08226792477
341	0.08224844654
342	0.08222630526
343	0.08220757118
344	0.08219489237
345	0.08217101372
346	0.08214451211
347	0.08211999818
348	0.08209976845
349	0.08207071872
350	0.08203327129
351	0.08200044235
352	0.08195822046
353	0.08193768626
354	0.08191886163
355	0.08189715309
356	0.08187703433
357	0.08185823654
358	0.08183990729
359	0.08182441981
360	0.08180246182
361	0.08177644587
362	0.08176120719
363	0.08174358299
364	0.08172650019
365	0.0817091161
366	0.08169445144
367	0.08166328427
368	0.08163820103
369	0.0816082047
370	0.08158279334
371	0.08156644392
372	0.0815428789
373	0.08152647005
374	0.08150704274
375	0.0814836089
376	0.08146861848
377	0.08145507917
378	0.0814330593
379	0.08141725562
380	0.08138639826
381	0.08136976228
382	0.0813445606
383	0.08132756517
384	0.08131504975
385	0.08128780289
386	0.08127004928
387	0.08123955894
388	0.08122335467
389	0.08118129308
390	0.0811481452
391	0.08113370223
392	0.08111391713
393	0.08108524314
394	0.081069955
395	0.08105628597
396	0.08103880594
397	0.08099356828
398	0.08098211403
399	0.08095708871
400	0.0809360988
401	0.08092683156
402	0.08090696635
403	0.08087587064
404	0.08086169117
405	0.08082283031
406	0.08079460142
407	0.08078429053
408	0.08074834729
409	0.08073214035
410	0.0807061086
411	0.08069205825
412	0.08066427363
413	0.08061778925
414	0.08059784484
415	0.08056453341
416	0.08054127818
417	0.08048858136
418	0.08047055634
419	0.08045781369
420	0.08042047682
421	0.08040220339
422	0.08038270689
423	0.08036192136
424	0.08034734643
425	0.08033206836
426	0.08031555583
427	0.08029008822
428	0.08024751266
429	0.08022225919
430	0.0801867974
431	0.08016204349
432	0.08014084994
433	0.08010867074
434	0.08007537913
435	0.08005130991
436	0.08000322526
437	0.07997003033
438	0.07996153388
439	0.07992718266
440	0.07991524586
441	0.07989775349
442	0.07987032803
